id,title,overview,soup,genres,cast,director,vote_average,vote_count,release_date,year,poster_url,category
1007757,Swapped,"A small woodland creature and a majestic bird, two natural sworn enemies of the Valley, magically trade places and set off on an adventure of a lifetime to switch back. Their journey soon uncovers a greater threat—one that could endanger not only their species, but the entire valley they call home.",Adventure Animation Family Fantasy Michael B. Jordan Juno Temple Tracy Morgan Nathan Greno wolf buddy forest fire woodlands forest lore bird 3d animation familiar vibrant body swap animal adventure,Adventure Animation Family Fantasy,Michael B. Jordan Juno Temple Tracy Morgan,Nathan Greno,8.974,1618,2026-05-01,2026,https://image.tmdb.org/t/p/w500/tHhxWxge06goXU6ZQH1hj7vK8Hd.jpg,top_rated
278,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Drama Crime Tim Robbins Morgan Freeman Bob Gunton Frank Darabont prison friendship police brutality corruption based on novel or book freedom hope prison cell delinquent redemption parole board prison escape wrongful imprisonment interracial friendship framed for murder 1940s voiceover,Drama Crime,Tim Robbins Morgan Freeman Bob Gunton,Frank Darabont,8.722,30513,1994-09-23,1994,https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,top_rated
238,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",Drama Crime Marlon Brando Al Pacino James Caan Francis Ford Coppola based on novel or book loss of loved one love at first sight italy gangster symbolism patriarch europe organized crime mafia religion revenge motive crime family sicilian mafia religious hypocrisy gun violence rise to power gang violence 1940s 1950s mafia war best picture winner oscar winner,Drama Crime,Marlon Brando Al Pacino James Caan,Francis Ford Coppola,8.687,23004,1972-03-14,1972,https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,top_rated
687163,Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.",Science Fiction Adventure Ryan Gosling Sandra Hüller James Ortiz Phil Lord friendship coma based on novel or book bravery sun language barrier space travel space mission alien space memory loss suicide mission astronaut scientist science teacher save the planet wonder spaceship lighthearted interspecies friendship,Science Fiction Adventure,Ryan Gosling Sandra Hüller James Ortiz,Phil Lord,8.666,4775,2026-03-15,2026,https://image.tmdb.org/t/p/w500/yihdXomYb5kTeSivtFndMy5iDmf.jpg,top_rated
240,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",Drama Crime Al Pacino Robert Duvall Diane Keaton Francis Ford Coppola new year's eve new york city based on novel or book italian american cuba italy gangster praise blackmail symbolism senator revenge murder betrayal organized crime extortion mafia lawyer suburb sicilian mafia corrupt politician macabre 1950s new year violence,Drama Crime,Al Pacino Robert Duvall Diane Keaton,Francis Ford Coppola,8.572,13948,1974-12-20,1974,https://image.tmdb.org/t/p/w500/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,top_rated
424,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"Drama History War Liam Neeson Ben Kingsley Ralph Fiennes Steven Spielberg factory hero nazi concentration camp ss (nazi schutzstaffel) holocaust (shoah) world war ii ghetto jew persecution kraków, poland defense industry auschwitz-birkenau concentration camp biography based on true story industrialist historical fiction black and white train period drama poland evil historical drama disheartening",Drama History War,Liam Neeson Ben Kingsley Ralph Fiennes,Steven Spielberg,8.569,17495,1993-12-15,1993,https://image.tmdb.org/t/p/w500/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,top_rated
389,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",Drama Martin Balsam John Fiedler Lee J. Cobb Sidney Lumet death penalty anonymity court case judge jurors innocence witness knife matter of life and death based on play or musical trial murder debate capital punishment black and white courtroom angry courtroom drama huis clos baffled derisive foreboding,Drama,Martin Balsam John Fiedler Lee J. Cobb,Sidney Lumet,8.562,10017,1957-04-10,1957,https://image.tmdb.org/t/p/w500/zhG3vKWyDRaZYoaww1UVAi29T9h.jpg,top_rated
1330021,Remarkably Bright Creatures,"Through unlikely bonds formed during night shifts at a local aquarium, Tova, an elderly widow, learns of a life-changing discovery that may bring her joy and wonder once again.",Drama Mystery Sally Field Lewis Pullman Colm Meaney Olivia Newman aquarium octopus british columbia washington loss of child based on young adult novel fictional town,Drama Mystery,Sally Field Lewis Pullman Colm Meaney,Olivia Newman,8.563,576,2026-05-07,2026,https://image.tmdb.org/t/p/w500/9HcEqn3D4J6b2Z0jK54id9nA0fr.jpg,top_rated
129,Spirited Away,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",Animation Family Fantasy Rumi Hiiragi Miyu Irino Mari Natsuki Hayao Miyazaki witch parent child relationship darkness bath house magic spirit parallel world amusement park youkai japanese mythology anime,Animation Family Fantasy,Rumi Hiiragi Miyu Irino Mari Natsuki,Hayao Miyazaki,8.535,18376,2001-07-20,2001,https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,top_rated
155,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Action Crime Thriller Christian Bale Heath Ledger Aaron Eckhart Christopher Nolan sadism chaos secret identity crime fighter superhero anti hero scarecrow based on comic vigilante organized crime tragic hero anti villain criminal mastermind district attorney super power super villain neo-noir bold,Action Crime Thriller,Christian Bale Heath Ledger Aaron Eckhart,Christopher Nolan,8.531,35858,2008-07-16,2008,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,top_rated
19404,Dilwale Dulhania Le Jayenge,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",Comedy Drama Romance Kajol Shah Rukh Khan Amrish Puri Aditya Chopra family's daily life family history love-hate relationship family drama love affair,Comedy Drama Romance,Kajol Shah Rukh Khan Amrish Puri,Aditya Chopra,8.5,4591,1995-10-20,1995,https://image.tmdb.org/t/p/w500/tFbfCkS7q6g96wVoAu8kyr93iPm.jpg,top_rated
497,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",Fantasy Drama Crime Tom Hanks David Morse Bonnie Hunt Frank Darabont mentally disabled death penalty based on novel or book southern usa psychopath death row jail guard supernatural great depression prison guard jail electric chair capital punishment torture magic realism healing 1930s abuse of power prison drama,Fantasy Drama Crime,Tom Hanks David Morse Bonnie Hunt,Frank Darabont,8.507,19300,1999-12-10,1999,https://image.tmdb.org/t/p/w500/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,top_rated
122,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",Adventure Fantasy Action Elijah Wood Ian McKellen Viggo Mortensen Peter Jackson army based on novel or book elves dwarf magic kingdom obsession bravery castle volcano giant spider sequel honor king madness split personality fantasy world wizard epic battle journey ring companionship magical creature quest live action and animation hero's journey high fantasy wraith sword and sorcery power madness trekking cautionary good versus evil sword making complicated winged creatures epic fantasy,Adventure Fantasy Action,Elijah Wood Ian McKellen Viggo Mortensen,Peter Jackson,8.499,26611,2003-12-17,2003,https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,top_rated
496243,Parasite,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.","Comedy Thriller Drama Song Kang-ho Lee Sun-kyun Cho Yeo-jeong Bong Joon Ho dark comedy con artist social commentary working class infiltration psychological thriller class differences family unemployed domestic worker wealthy family south korea caste violence seoul, south korea provocative anti-capitalist best picture winner oscar winner",Comedy Thriller Drama,Song Kang-ho Lee Sun-kyun Cho Yeo-jeong,Bong Joon Ho,8.494,20691,2019-05-30,2019,https://image.tmdb.org/t/p/w500/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,top_rated
1181678,¿Quieres ser mi hijo?,"Lu, a conformist woman in her forties, learns that her 15-year partner has been having extramarital affairs. Starting from scratch, she gets involved in an unexpected relationship with a young womanizer.",Comedy Romance Ludwika Paleta Juanpa Zurita Hernán Mendoza Ihtzi Hurtado ,Comedy Romance,Ludwika Paleta Juanpa Zurita Hernán Mendoza,Ihtzi Hurtado,8.5,354,2023-09-21,2023,https://image.tmdb.org/t/p/w500/6PQJsmuvSMZQMmlJfTpjIkrizUh.jpg,top_rated
680,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","Thriller Crime Comedy John Travolta Samuel L. Jackson Uma Thurman Quentin Tarantino drug dealer drug crime gangster dark comedy stolen money crime boss redemption los angeles, california theft nonlinear timeline multiple storylines neo-noir",Thriller Crime Comedy,John Travolta Samuel L. Jackson Uma Thurman,Quentin Tarantino,8.483,30251,1994-09-10,1994,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,top_rated
372058,Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",Animation Romance Drama Ryunosuke Kamiki Mone Kamishiraishi Ryo Narita Makoto Shinkai high school race against time dreams afterlife natural disaster supernatural time travel comet romance tragedy school body-swap high school student nonlinear timeline naked star crossed lovers power of love anime japanese high school urban fantasy incredulous empathetic,Animation Romance Drama,Ryunosuke Kamiki Mone Kamishiraishi Ryo Narita,Makoto Shinkai,8.481,12598,2016-08-26,2016,https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg,top_rated
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Adventure Drama Science Fiction Matthew McConaughey Anne Hathaway Michael Caine Christopher Nolan spacecraft race against time artificial intelligence (a.i.) nasa time warp dystopia expedition time travel space travel wormhole famine hibernation black hole quantum mechanics family relationships space planet astronaut scientist single father space station gravity space adventure time-manipulation cryonics father daughter relationship 2060s,Adventure Drama Science Fiction,Matthew McConaughey Anne Hathaway Michael Caine,Christopher Nolan,8.477,39940,2014-11-05,2014,https://image.tmdb.org/t/p/w500/yQvGrMoipbRoddT0ZR8tPoR7NfX.jpg,top_rated
429,"The Good, the Bad and the Ugly","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",Western Clint Eastwood Eli Wallach Lee Van Cleef Sergio Leone gold army bounty hunter hitman refugee anti hero moral ambiguity gallows outlaw gun battle shootout spaghetti western graveyard american civil war stolen gold complex hidden gold gun death excited cemetary confederate gold,Western,Clint Eastwood Eli Wallach Lee Van Cleef,Sergio Leone,8.468,9669,1966-12-23,1966,https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,top_rated
13,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","Comedy Drama Romance Tom Hanks Robin Wright Gary Sinise Robert Zemeckis new year's eve vietnam war vietnam veteran mentally disabled friendship usa president washington dc, usa post-traumatic stress disorder (ptsd) waitress based on novel or book hippie single parent parent child relationship optimism 1970s drug addiction autism alabama black panther party bus stop family relationships chameleon single mother military anti war protest 1960s college american football mother son relationship america hilarious feel-good",Comedy Drama Romance,Tom Hanks Robin Wright Gary Sinise,Robert Zemeckis,8.465,29802,1994-06-23,1994,https://image.tmdb.org/t/p/w500/Cw4hIUIAmSYfK9QfaUW5igp9La.jpg,top_rated
769,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","Drama Crime Robert De Niro Ray Liotta Joe Pesci Martin Scorsese prison florida new york city based on novel or book gangster mass murder drug trafficking 1970s irish-american gore biography based on true story murder organized crime mafia brooklyn, new york city crime epic tampa, florida",Drama Crime,Robert De Niro Ray Liotta Joe Pesci,Martin Scorsese,8.453,14384,1990-09-12,1990,https://image.tmdb.org/t/p/w500/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg,top_rated
346,Seven Samurai,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",Action Drama Toshirō Mifune Takashi Shimura Yoshio Inaba Akira Kurosawa martial arts japan samurai sword peasant village looting rice fencing moral ambiguity forbidden love black and white battle period drama bandit practice farmer jidaigeki 16th century class relations reflective collectivism plunder downtrodden farmers seven bushi tactical warfare violence critical bold excited informative violent,Action Drama,Toshirō Mifune Takashi Shimura Yoshio Inaba,Akira Kurosawa,8.4,4238,1954-04-26,1954,https://image.tmdb.org/t/p/w500/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg,top_rated
12477,Grave of the Fireflies,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",Animation Drama War Tsutomu Tatsumi Ayano Shiraishi Yoshiko Shinohara Isao Takahata sibling relationship hunger world war ii wartime shelter struggle for survival brother sister  pacific theater adult animation semi autobiographical anti war anime grim orphan siblings children in wartime brother and sister,Animation Drama War,Tsutomu Tatsumi Ayano Shiraishi Yoshiko Shinohara,Isao Takahata,8.443,6532,1988-04-16,1988,https://image.tmdb.org/t/p/w500/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,top_rated
637,Life Is Beautiful,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,Comedy Drama Roberto Benigni Nicoletta Braschi Giorgio Cantarini Roberto Benigni dying and death bookshop love of one's life nazi self sacrifice loss of loved one italy riddle mass murder concentration camp fascism holocaust (shoah) world war ii deportation jew persecution story teller riding a bicycle national socialism dark comedy charade concentration camp prisoner romcom dark war nazi germany hopeful,Comedy Drama,Roberto Benigni Nicoletta Braschi Giorgio Cantarini,Roberto Benigni,8.438,14004,1997-12-20,1997,https://image.tmdb.org/t/p/w500/6tEJnof1DKWPnl5lzkjf0FVv7oB.jpg,top_rated
550,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",Drama Thriller Edward Norton Brad Pitt Helena Bonham Carter David Fincher dual identity rage and hate based on novel or book nihilism fight support group dystopia insomnia alter ego breaking the fourth wall split personality quitting a job dissociative identity disorder self destructiveness,Drama Thriller,Edward Norton Brad Pitt Helena Bonham Carter,David Fincher,8.438,32107,1999-10-15,1999,https://image.tmdb.org/t/p/w500/jSziioSwPVrOy9Yow3XhWIBDjq1.jpg,top_rated
14537,Harakiri,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",Action Drama History Tatsuya Nakadai Akira Ishihama Shima Iwashita Masaki Kobayashi suicide japan samurai asia flashback revenge poverty black and white seppuku ronin jidaigeki edo period 17th century philosophical shogunate complex bushi bakumatsu complicated distressing excited,Action Drama History,Tatsuya Nakadai Akira Ishihama Shima Iwashita,Masaki Kobayashi,8.4,1214,1962-09-15,1962,https://image.tmdb.org/t/p/w500/zK7HsOC7QxW1ldKIeFG8YJ5F2Eb.jpg,top_rated
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",Adventure Fantasy Action Elijah Wood Ian McKellen Viggo Mortensen Peter Jackson based on novel or book elves dwarf magic obsession allegory bravery castle troll battle demon uncle nephew relationship fantasy world journey companionship magical creature live action and animation hero's journey wraith sword and sorcery trekking good versus evil christian allegory magical ring dramatic tolkien epic fantasy,Adventure Fantasy Action,Elijah Wood Ian McKellen Viggo Mortensen,Peter Jackson,8.434,27620,2001-12-18,2001,https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,top_rated
598,City of God,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",Drama Crime Alexandre Rodrigues Leandro Firmino Phellipe Haagensen Fernando Meirelles street gang photographer gangster rio de janeiro gang war ghetto based on true story coming of age introspective conceited,Drama Crime,Alexandre Rodrigues Leandro Firmino Phellipe Haagensen,Fernando Meirelles,8.429,8194,2002-08-30,2002,https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,top_rated
11216,Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.","Drama Romance Philippe Noiret Jacques Perrin Marco Leonardi Giuseppe Tornatore parent child relationship sicily, italy movie business kiss coming of age flashback magic realism nostalgic haunted by the past censorship nuovo cinema paradiso movie theater",Drama Romance,Philippe Noiret Jacques Perrin Marco Leonardi,Giuseppe Tornatore,8.427,4834,1988-11-17,1988,https://image.tmdb.org/t/p/w500/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg,top_rated
121,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",Adventure Fantasy Action Elijah Wood Ian McKellen Viggo Mortensen Peter Jackson mission based on novel or book elves dwarf magic obsession allegory bravery castle reincarnation sequel split personality fantasy world wizard epic battle journey companionship live action and animation hero's journey high fantasy wraith sword and sorcery trekking evil spell good versus evil awestruck comforting complicated hopeful winged creatures tolkien epic fantasy,Adventure Fantasy Action,Elijah Wood Ian McKellen Viggo Mortensen,Peter Jackson,8.419,23934,2002-12-18,2002,https://image.tmdb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,top_rated
539,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",Horror Thriller Mystery Anthony Perkins Janet Leigh Vera Miles Alfred Hitchcock hotel clerk detective shower arizona motel halloween stolen money alter ego taxidermy money murder on the run secretary serial killer slasher psychological thriller black and white corpse murderer theft overbearing mother stabbing mental illness private detective missing person split personality psycho voyeurism voyeur oedipus complex nervous double identity abusive mother dual personality proto-slasher multiple personality disorder mother son relationship birds motel owner corruptibility confused identities human vulnerabilities baffled man with female alter ego,Horror Thriller Mystery,Anthony Perkins Janet Leigh Vera Miles,Alfred Hitchcock,8.4,11000,1960-06-22,1960,https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,top_rated
510,One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.","Drama Jack Nicholson Brad Dourif Louise Fletcher Miloš Forman mentally disabled friendship based on novel or book nurse lunatic asylum affectation insane asylum oregon, usa hospital medication female villain shock treatment medical drama psychological drama brisk derisive informative",Drama,Jack Nicholson Brad Dourif Louise Fletcher,Miloš Forman,8.4,11468,1975-11-19,1975,https://image.tmdb.org/t/p/w500/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,top_rated
40096,A Dog's Will,"The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small town in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",Comedy Drama Fantasy Romance Matheus Nachtergaele Selton Mello Fernanda Montenegro Guel Arraes based on play or musical,Comedy Drama Fantasy Romance,Matheus Nachtergaele Selton Mello Fernanda Montenegro,Guel Arraes,8.408,1223,2000-09-15,2000,https://image.tmdb.org/t/p/w500/z9Au9XtK0ARzkKGsZCzMkmKgMPf.jpg,top_rated
255709,Hope,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",Drama Sul Kyung-gu Uhm Ji-won Lee Re Lee Joon-ik child abuse hope based on true story sexual assault south korea,Drama,Sul Kyung-gu Uhm Ji-won Lee Re,Lee Joon-ik,8.403,858,2013-10-02,2013,https://image.tmdb.org/t/p/w500/x9yjkm9gIz5qI5fJMUTfBnWiB2o.jpg,top_rated
667257,Impossible Things,"After the death of her abusive husband, Matilde finds her new best friend in Miguel, her young, insecure, and disoriented neighbor.",Family Drama Nora Velázquez Benny Emmanuel Luisa Huertas Ernesto Contreras ,Family Drama,Nora Velázquez Benny Emmanuel Luisa Huertas,Ernesto Contreras,8.395,422,2021-06-17,2021,https://image.tmdb.org/t/p/w500/t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg,top_rated
324857,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",Animation Action Adventure Science Fiction Shameik Moore Jake Johnson Hailee Steinfeld Bob Persichetti superhero based on comic aftercreditsstinger alternate universe,Animation Action Adventure Science Fiction,Shameik Moore Jake Johnson Hailee Steinfeld,Bob Persichetti,8.394,17264,2018-12-06,2018,https://image.tmdb.org/t/p/w500/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,top_rated
1891,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",Adventure Action Science Fiction Mark Hamill Harrison Ford Carrie Fisher Irvin Kershner rebellion android spacecraft asteroid rebel space battle snowstorm space colony swamp sequel space opera arctic tuwaderalit,Adventure Action Science Fiction,Mark Hamill Harrison Ford Carrie Fisher,Irvin Kershner,8.392,18442,1980-05-20,1980,https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,top_rated
4935,Howl's Moving Castle,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",Fantasy Animation Adventure Chieko Baisho Takuya Kimura Akihiro Miwa Hayao Miyazaki witch flying rain castle scarecrow body exchange melancholy hatter bakery curse steampunk demon anime thoughtful philosophical reflective complex based on young adult novel playful fantasy magical adventure romantic excited hopeful,Fantasy Animation Adventure,Chieko Baisho Takuya Kimura Akihiro Miwa,Hayao Miyazaki,8.388,11100,2004-09-09,2004,https://image.tmdb.org/t/p/w500/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg,top_rated
378064,A Silent Voice: The Movie,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",Animation Drama Romance Miyu Irino Saori Hayami Aoi Yuuki Naoko Yamada high school friendship suicide suicide attempt deaf bullying coming of age school based on manga adult animation teen suicide woman director sign languages shounen anime social anxiety japanese high school japanese school,Animation Drama Romance,Miyu Irino Saori Hayami Aoi Yuuki,Naoko Yamada,8.4,4496,2016-09-17,2016,https://image.tmdb.org/t/p/w500/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,top_rated
696374,Gabriel's Inferno,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",Romance Drama Melanie Zanetti Giulio Berruti Kurt McKinney Tosca Musk ,Romance Drama,Melanie Zanetti Giulio Berruti Kurt McKinney,Tosca Musk,8.383,2470,2020-05-29,2020,https://image.tmdb.org/t/p/w500/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg,top_rated
311,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",Drama Crime Robert De Niro James Woods Elizabeth McGovern Sergio Leone new york city regret lovesickness rape life and death sexual abuse street gang corruption based on novel or book prohibition era gangster sadistic money laundering opium mafia boss murder memory jewish american torture brooklyn bridge childhood friends nostalgic aggressive 1920s 1960s 1930s,Drama Crime,Robert De Niro James Woods Elizabeth McGovern,Sergio Leone,8.4,6048,1984-05-23,1984,https://image.tmdb.org/t/p/w500/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,top_rated
