id,title,overview,soup,genres,cast,director,vote_average,vote_count,release_date,year,poster_url,category
872585,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,Drama History Cillian Murphy Emily Blunt Matt Damon Christopher Nolan husband wife relationship based on novel or book atomic bomb patriotism new mexico world war ii atomic bomb test physics biography based on true story antisemitism interrogation guilt historical event nuclear weapons communism red scare mccarthyism top secret project moral dilemma usa politics 1940s 20th century manhattan project los alamos,Drama History,Cillian Murphy Emily Blunt Matt Damon,Christopher Nolan,8.03,11819,2023-07-19,2023,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,top_rated
31414,Satantango,"Inhabitants of a small village in Hungary deal with the effects of the fall of Communism. The town's source of revenue, a factory, has closed, and the locals, who include a doctor and three couples, await a cash payment offered in the wake of the shuttering. Irimias, a villager thought to be dead, returns and, unbeknownst to the locals, is a police informant. In a scheme, he persuades the villagers to form a commune with him.",Drama Mihály Víg Putyi Horváth Székely B. Miklós Béla Tarr farm countryside based on novel or book cat rain hungary loneliness art house poverty black and white writer alcoholic mental illness remodernist nonlinear timeline multiple perspectives contemplative cinema powerful,Drama,Mihály Víg Putyi Horváth Székely B. Miklós,Béla Tarr,8.031,307,1994-02-08,1994,https://image.tmdb.org/t/p/w500/y38z0v4HJ12MHiKddLEoFlvPiBt.jpg,top_rated
310569,The Second Mother,"After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives, Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach, Jessica reappears in her life and seems to want to give her mother a second chance. However, Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour, the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up.",Drama Regina Casé Camila Márdila Karine Teles Anna Muylaert parent child relationship architecture class differences housekeeper woman director,Drama,Regina Casé Camila Márdila Karine Teles,Anna Muylaert,8.027,783,2015-06-04,2015,https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg,top_rated
120467,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",Comedy Drama Ralph Fiennes F. Murray Abraham Mathieu Amalric Wes Anderson hotel painting wartime eastern europe author gunfight theft period drama bellhop   mentor protégé relationship european hotel lobby renaissance painting 1960s 1930s hilarious,Comedy Drama,Ralph Fiennes F. Murray Abraham Mathieu Amalric,Wes Anderson,8.028,16110,2014-02-26,2014,https://image.tmdb.org/t/p/w500/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,top_rated
106646,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",Crime Drama Comedy Leonardo DiCaprio Jonah Hill Margot Robbie Martin Scorsese corruption based on novel or book drug addiction anti hero con man fraud wall street biography based on true story rise and fall con artist money stockbroker wealthy drugs cynical stripping hedonism decadence corrupt 1980s sharemarket fraud desire for fame financial market fame-seeking black monday hilarious intense based on real person financial drama,Crime Drama Comedy,Leonardo DiCaprio Jonah Hill Margot Robbie,Martin Scorsese,8.027,25951,2013-12-25,2013,https://image.tmdb.org/t/p/w500/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,top_rated
26022,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.","Drama Romance Shah Rukh Khan Kajol Arjan Aujla Karan Johar autism mumbai (bombay), india based on true story prejudice religion disability asperger's syndrome asian american",Drama Romance,Shah Rukh Khan Kajol Arjan Aujla,Karan Johar,8.027,1454,2010-02-10,2010,https://image.tmdb.org/t/p/w500/5Y36lCiNyyV71mjq6LavgiggbhT.jpg,top_rated
938,For a Few Dollars More,"Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head.",Western Clint Eastwood Lee Van Cleef Gian Maria Volonté Sergio Leone bounty hunter pot smoking rural area spaghetti western right hand man piano excited techniscope,Western,Clint Eastwood Lee Van Cleef Gian Maria Volonté,Sergio Leone,8.027,4475,1965-12-18,1965,https://image.tmdb.org/t/p/w500/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,top_rated
550776,Believe Me: The Abduction of Lisa McVey,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and is raped. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",Drama TV Movie Crime Katie Douglas David James Elliott Rossif Sutherland Jim Donovan suicide sexual abuse kidnapping detective based on true story serial killer murderer held captive sole survivor police force sexual assault donut shop abduction re-creation teenager survivor,Drama TV Movie Crime,Katie Douglas David James Elliott Rossif Sutherland,Jim Donovan,8.0,687,2018-09-30,2018,https://image.tmdb.org/t/p/w500/qbJEzCzEKDHPZDiRvSSBiYEKaAH.jpg,top_rated
803796,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",Fantasy Music Comedy Animation Arden Cho May Hong Ji-young Yoo Chris Appelhans double life loyalty supernatural musical female friendship female protagonist demon self-doubt sing-along girl power duringcreditsstinger demon hunter girl group boy band fandom k-pop action comedy found family south korea korean 3d animation half demon save the world self-redemption k-pop group trio,Fantasy Music Comedy Animation,Arden Cho May Hong Ji-young Yoo,Chris Appelhans,8.025,2854,2025-06-20,2025,https://image.tmdb.org/t/p/w500/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,top_rated
829402,Ultraman: Rising,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.",Animation Science Fiction Family Action Christopher Sean Gedde Watanabe Tamlyn Tomita Shannon Tindle hero superhero villain family relationships parenthood baseball player kaiju duringcreditsstinger supervillain imaginative kyodai hero 3d animation science fiction ultraman heartfelt monsters henshin heroes adventure rousing,Animation Science Fiction Family Action,Christopher Sean Gedde Watanabe Tamlyn Tomita,Shannon Tindle,8.028,394,2024-06-14,2024,https://image.tmdb.org/t/p/w500/j886YEkIUsiImY53px5VHKD4lRa.jpg,top_rated
279,Amadeus,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Salzburger composer Wolfgang Amadeus Mozart.,"Drama History Music F. Murray Abraham Tom Hulce Elizabeth Berridge Miloš Forman opera composer musician marriage crisis italy talent emperor austria based on true story based on play or musical mozart god murder vienna, austria envy 18th century prodigy inspirational bitter",Drama History Music,F. Murray Abraham Tom Hulce Elizabeth Berridge,Miloš Forman,8.023,4759,1984-09-19,1984,https://image.tmdb.org/t/p/w500/gQRfiyfGvr1az0quaYyMram3Aqt.jpg,top_rated
20530,Late Spring,"Noriko is perfectly happy living at home with her widowed father, Shukichi, and has no plans to marry -- that is, until her aunt Masa convinces Shukichi that unless he marries off his 27-year-old daughter soon, she will likely remain alone for the rest of her life. When Noriko resists Masa's matchmaking, Shukichi is forced to deceive his daughter and sacrifice his own happiness to do what he believes is right.",Drama Chishū Ryū Setsuko Hara Yumeji Tsukioka Yasujirō Ozu arranged marriage black and white post world war ii father daughter relationship serene shōwa era (1926-89),Drama,Chishū Ryū Setsuko Hara Yumeji Tsukioka,Yasujirō Ozu,8.021,478,1949-09-13,1949,https://image.tmdb.org/t/p/w500/iNtRSY2AGjW1VDXDR79bKsNUdus.jpg,top_rated
11645,Ran,Shakespeare's King Lear is reimagined as a singular historical epic set in sixteenth-century Japan where an aging warlord divides his kingdom between his three sons.,Action Drama History Tatsuya Nakadai Akira Terao Jinpachi Nezu Akira Kurosawa assassination kingdom gun greed castle siege heir to the throne revenge descent into madness historical fiction period drama seppuku inheritance fight ruins jidaigeki historical drama king lear feudal japan black widow somber hopelessness dramatic tragic,Action Drama History,Tatsuya Nakadai Akira Terao Jinpachi Nezu,Akira Kurosawa,8.0,1815,1985-06-01,1985,https://image.tmdb.org/t/p/w500/dGgiXMWDcS5aJTBEFu7bmaQPNox.jpg,top_rated
538362,On My Skin,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",Drama Alessandro Borghi Max Tortora Jasmine Trinca Alessio Cremonini biography,Drama,Alessandro Borghi Max Tortora Jasmine Trinca,Alessio Cremonini,8.017,1890,2018-09-12,2018,https://image.tmdb.org/t/p/w500/rwPgE6fLxuJmPWi8fFjgENJMAjr.jpg,top_rated
555604,Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",Animation Fantasy Adventure Drama Ewan McGregor David Bradley Gregory Mann Mark Gustafson based on novel or book italy fascism greed woodcutter musical puppet benito mussolini stop motion dark fantasy duringcreditsstinger 1940s wooden dummy pinocchio,Animation Fantasy Adventure Drama,Ewan McGregor David Bradley Gregory Mann,Mark Gustafson,8.017,3338,2022-11-09,2022,https://image.tmdb.org/t/p/w500/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,top_rated
9277,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,"Comedy Crime Drama Paul Newman Robert Redford Robert Shaw George Roy Hill bet chicago, illinois repayment horse race con man mafia boss heist caper ragtime off track betting sting operation alley 1930s mischievous cautionary",Comedy Crime Drama,Paul Newman Robert Redford Robert Shaw,George Roy Hill,8.015,2983,1973-12-25,1973,https://image.tmdb.org/t/p/w500/ckmYng37zey8INYf6d10cVgIG93.jpg,top_rated
641,Requiem for a Dream,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,Crime Drama Ellen Burstyn Jared Leto Jennifer Connelly Darren Aronofsky isolation drug addiction hallucination tragedy psychological drama,Crime Drama,Ellen Burstyn Jared Leto Jennifer Connelly,Darren Aronofsky,8.013,10982,2000-10-06,2000,https://image.tmdb.org/t/p/w500/9BTwsLaMVHOGFlmsSlx5QYCaXb.jpg,top_rated
204,The Wages of Fear,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",Drama Thriller Adventure Yves Montand Charles Vanel Peter van Eyck Henri-Georges Clouzot petrol fire life and death based on novel or book unsociability central and south america capitalism venezuela tanker dynamite male friendship nitroglycerin truck oil fear explosion central america on the road south america labor driver road movie wage dangerous driving fear of death road job labour desperation suspenseful,Drama Thriller Adventure,Yves Montand Charles Vanel Peter van Eyck,Henri-Georges Clouzot,8.013,1089,1953-04-22,1953,https://image.tmdb.org/t/p/w500/sNOvIp4X0fmCMfgEs2ww5IyMgFm.jpg,top_rated
307,"Rome, Open City","During the Nazi occupation of 1944 Rome, Resistance leader Giorgio Manfredi is pursued by the Nazis as he seeks refuge and a means of escape.","Drama War Aldo Fabrizi Marcello Pagliero Harry Feist Roberto Rossellini nazi rome, italy resistance fascism drug addiction curfew desertion world war ii nazi occupation nsdap (nazi party) 1940s neo realism italian neo realism audacious",Drama War,Aldo Fabrizi Marcello Pagliero Harry Feist,Roberto Rossellini,8.013,978,1945-10-08,1945,https://image.tmdb.org/t/p/w500/ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg,top_rated
821,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.","Drama History Spencer Tracy Richard Widmark Maximilian Schell Stanley Kramer right and justice nazi court case judge concentration camp world war ii national socialism national socialist party nuremberg trials trial nuremberg, germany black and white courtroom drama",Drama History,Spencer Tracy Richard Widmark Maximilian Schell,Stanley Kramer,8.0,946,1961-12-18,1961,https://image.tmdb.org/t/p/w500/b6vYatvui1EXeFYfpDX4rcbueuP.jpg,top_rated
673,Harry Potter and the Prisoner of Azkaban,Harry Potter's life is in danger once more as dangerous wizard Sirius Black has escaped from Azkaban Prison and is heading to Hogwarts.,Adventure Fantasy Daniel Radcliffe Rupert Grint Emma Watson Alfonso Cuarón witch school friend friendship flying magic bus traitor child hero school of witchcraft black magic time travel school best friend werewolf muggle ghost wizard aftercreditsstinger magical creature night bus teenage life christmas school class based on young adult novel magic spell enchant teen fantasy,Adventure Fantasy,Daniel Radcliffe Rupert Grint Emma Watson,Alfonso Cuarón,8.0,23176,2004-05-31,2004,https://image.tmdb.org/t/p/w500/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,top_rated
147,The 400 Blows,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.","Drama Jean-Pierre Léaud Claire Maurier Albert Rémy François Truffaut adolescence paris, france balzac delinquent coming of age black and white fingerprint semi autobiographical skipping school mugshot strict teacher montmartre, paris calm bitter complicated gentle",Drama,Jean-Pierre Léaud Claire Maurier Albert Rémy,François Truffaut,8.009,2333,1959-06-03,1959,https://image.tmdb.org/t/p/w500/12PuU23kkDLvTd0nb8hMlE3oShB.jpg,top_rated
43949,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",Romance Drama Madeline Carroll Callan McAuliffe Rebecca De Mornay Rob Reiner based on novel or book shyness family relationships unrequited love neighbor teenage boy teenage love first crush nostalgic young love opposites attract multiple perspectives 1950s 1960s based on young adult novel,Romance Drama,Madeline Carroll Callan McAuliffe Rebecca De Mornay,Rob Reiner,8.009,3327,2010-08-06,2010,https://image.tmdb.org/t/p/w500/6zDYFigohwncqFL00MKbFV01dWb.jpg,top_rated
359724,Ford v Ferrari,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",Drama Action History Matt Damon Christian Bale Jon Bernthal James Mangold based on novel or book car race sports car mechanic biography based on true story le mans racing race car driver frantic 1960s motorsport exhilarated,Drama Action History,Matt Damon Christian Bale Jon Bernthal,James Mangold,8.007,8992,2019-11-13,2019,https://image.tmdb.org/t/p/w500/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,top_rated
55960,"Toto, Peppino, and the Hussy","Antonio, Peppino and Lucia are three brothers who live in the country near Naples. Lucia's son, Gianni, goes to Naples to study medicine, but there he knows a ballet dancer. They fall in love and, when she goes to Milan, Gianni follows her. Informed of this and afraid that their nephew will stop studying, the three Caponi brothers leave for Milan to persuade Gianni to come back and continue studying and abandon the ""Malafemmina"" (bad girl).",Comedy Romance Totò Peppino De Filippo Dorian Gray Camillo Mastrocinque ,Comedy Romance,Totò Peppino De Filippo Dorian Gray,Camillo Mastrocinque,8.007,374,1956-08-23,1956,https://image.tmdb.org/t/p/w500/jHe65nUmr2DBuzEAAkuiFbUssYT.jpg,top_rated
28178,Hachi: A Dog's Tale,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",Drama Family Richard Gere Joan Allen Sarah Roemer Lasse Hallström friendship loyalty pet human animal relationship family relationships friends dog newspaper reporter family dog waiting pets hopeful,Drama Family,Richard Gere Joan Allen Sarah Roemer,Lasse Hallström,8.007,7182,2009-06-08,2009,https://image.tmdb.org/t/p/w500/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,top_rated
472454,Ayla: The Daughter of War,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.",Drama War History İsmail Hacıoğlu Kim Seol Çetin Tekindor Can Ulkay foster parents korean war (1950-53) turkish army orphan foster care korean girl korean child turkish soldier korean laws,Drama War History,İsmail Hacıoğlu Kim Seol Çetin Tekindor,Can Ulkay,8.006,399,2017-10-27,2017,https://image.tmdb.org/t/p/w500/8RELLU0RK9hRIteLzHFZ0dK8YSi.jpg,top_rated
14696,Ugetsu,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",Fantasy Drama Mystery Machiko Kyō Mitsuko Mito Kinuyo Tanaka Kenji Mizoguchi japan samurai based on novel or book greed bigamy tragedy rural area black and white ghost jidaigeki sengoku period feudal japan 16th century warring states period historical romance,Fantasy Drama Mystery,Machiko Kyō Mitsuko Mito Kinuyo Tanaka,Kenji Mizoguchi,8.005,639,1953-03-26,1953,https://image.tmdb.org/t/p/w500/r8RiuKTIYIJBjczBVsfeP5C00CJ.jpg,top_rated
521,Dial M for Murder,"When her American lover visits London, a wealthy woman’s jealous husband hatches a plan to murder her and inherit her fortune.","Thriller Crime Drama Ray Milland Grace Kelly Robert Cummings Alfred Hitchcock adultery london, england jealousy blackmail detective tennis player marriage letter love murder theft husband murder plot crime fiction writer keys cautionary warnercolor",Thriller Crime Drama,Ray Milland Grace Kelly Robert Cummings,Alfred Hitchcock,8.002,2857,1954-05-29,1954,https://image.tmdb.org/t/p/w500/2gDCAgl2iBQNuJuk6p2xtuS1ewg.jpg,top_rated
20453,3 Idiots,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",Drama Comedy Aamir Khan R. Madhavan Sharman Joshi Rajkumar Hirani challenge middle class slapstick comedy coming of age flashback teacher friends engineering university subjective camera smart kid poor kid looking for friend plot twist inspirational student life advice amused delhi,Drama Comedy,Aamir Khan R. Madhavan Sharman Joshi,Rajkumar Hirani,8.0,2712,2009-12-23,2009,https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg,top_rated
823754,Bo Burnham: Inside,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",Comedy Drama Bo Burnham Bo Burnham quarantine stand-up comedy breaking the fourth wall youtube mental illness sketch comedy pandemic internet culture musical comedy covid-19 one man crew facetime,Comedy Drama,Bo Burnham,Bo Burnham,8.0,605,2021-07-22,2021,https://image.tmdb.org/t/p/w500/ku1UvTWYvhFQbSesOD6zteY7bXT.jpg,top_rated
14,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",Drama Kevin Spacey Annette Bening Thora Birch Sam Mendes estate agent adultery coming out first time virgin cheating parent child relationship age difference midlife crisis cheerleader dark comedy rose satire dysfunctional family suburbia coming of age sexual fantasy dysfunctional marriage marijuana loneliness love affair exercise extramarital affair realtor voyeurism quitting a job neighborhood philosophical retired army man closeted homosexual singing in a car gay theme intimate existential teenager camcorder,Drama,Kevin Spacey Annette Bening Thora Birch,Sam Mendes,8.0,13058,1999-09-15,1999,https://image.tmdb.org/t/p/w500/wby9315QzVKdW9BonAefg8jGTTb.jpg,top_rated
526702,Black Beauty,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",Drama Kate Winslet Mackenzie Foy Iain Glen Ashley Avis narration teenager horse relationship,Drama,Kate Winslet Mackenzie Foy Iain Glen,Ashley Avis,7.999,355,2020-11-27,2020,https://image.tmdb.org/t/p/w500/5ZjMNJJabwBEnGVQoR2yoMEL9um.jpg,top_rated
400928,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",Drama Comedy Chris Evans Mckenna Grace Lindsay Duncan Marc Webb cat mathematics intellectually gifted child prodigy teacher school prize child custody legal drama gifted children custody hearing,Drama Comedy,Chris Evans Mckenna Grace Lindsay Duncan,Marc Webb,7.998,5944,2017-04-07,2017,https://image.tmdb.org/t/p/w500/9Ts7Vc4wLlpI9oox9mkVUE1tBHy.jpg,top_rated
11658,Tae Guk Gi: The Brotherhood of War,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",Action Adventure Drama History War Jang Dong-gun Won Bin Lee Eun-ju Kang Je-kyu brotherhood korean war (1950-53) archaeologist air raid pyre brother brother relationship korean army south korea inter-korean relations,Action Adventure Drama History War,Jang Dong-gun Won Bin Lee Eun-ju,Kang Je-kyu,8.0,769,2004-02-05,2004,https://image.tmdb.org/t/p/w500/efc2MwDwvQsYsbxLXaXtlmOJ7LZ.jpg,top_rated
8422,Rocco and His Brothers,"When a impoverished widow’s family moves to the big city, two of her five sons become romantic rivals with deadly results.",Drama Romance Crime Alain Delon Renato Salvatori Annie Girardot Luchino Visconti work prostitute sibling relationship parent child relationship widow milan boxer love tragedy murder working class illegal prostitution matriarch,Drama Romance Crime,Alain Delon Renato Salvatori Annie Girardot,Luchino Visconti,7.998,661,1960-10-07,1960,https://image.tmdb.org/t/p/w500/pngL8AraChIDOiWnKF2o3S9kJzJ.jpg,top_rated
3175,Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",Drama Romance War History Ryan O'Neal Marisa Berenson Patrick Magee Stanley Kubrick based on novel or book gambling desertion fencing palace british army opportunist wealth debt duel ireland british soldier 18th century card playing pistol duel seven years war nobility prussia cautionary audacious,Drama Romance War History,Ryan O'Neal Marisa Berenson Patrick Magee,Stanley Kubrick,8.0,3186,1975-12-18,1975,https://image.tmdb.org/t/p/w500/A0byHUHMwZ7dtBQtfZ44QIgDbjo.jpg,top_rated
947,Lawrence of Arabia,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.",Adventure History War Peter O'Toole Alec Guinness Omar Sharif David Lean cairo world war i arabian horse jerusalem british army british empire damascus camel based on true story historical fiction quicksand desert arab thoughtful ottoman empire provocative,Adventure History War,Peter O'Toole Alec Guinness Omar Sharif,David Lean,8.0,3420,1962-12-11,1962,https://image.tmdb.org/t/p/w500/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,top_rated
610461,"Veinteañera, divorciada y fantástica","Regina, our young protagonist, always dreamed of getting married. And she did it - but the dream lasted much less than she thought and now she has to face life in a very funny way as a divorcee.",Comedy Paulina Goto Jesús Zavala Vadhir Derbez Noé Santillán-López ,Comedy,Paulina Goto Jesús Zavala Vadhir Derbez,Noé Santillán-López,7.996,392,2020-02-14,2020,https://image.tmdb.org/t/p/w500/oSbCdDI0SAAOdywGe0YVO2iDdV9.jpg,top_rated
347688,Scooby-Doo! and KISS: Rock and Roll Mystery,"Get ready to Rock! Scooby-Doo and the Mystery Inc. Gang team up with the one and only KISS in this all-new, out-of-this-world adventure! We join the Gang at KISS World – the all-things-KISS theme park, as they investigate a series of strange hauntings. With help from KISS, they discover that the Crimson Witch has returned to summon The Destroyer from the alternate dimension of Kissteria! The evil duos ghastly plan, to destroy the earth! Can the Gang's cunning and KISS's power of rock save the day?!",Family Animation Comedy Mystery Frank Welker Mindy Cohn Matthew Lillard Spike Brandt ,Family Animation Comedy Mystery,Frank Welker Mindy Cohn Matthew Lillard,Spike Brandt,8.0,343,2015-07-09,2015,https://image.tmdb.org/t/p/w500/nTkQZPXZl9yx3tfPS9TSDZBdhHC.jpg,top_rated
2517,Nobody Knows,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.","Drama Yuya Yagira Ayu Kitaura Hiei Kimura Hirokazu Kore-eda japan sibling relationship season loss of loved one neglect family relationships tokyo, japan mother child separation grim philosophical kids on their own sad story complex depressed psychological drama depressing admiring powerful toxic parents",Drama,Yuya Yagira Ayu Kitaura Hiei Kimura,Hirokazu Kore-eda,8.0,642,2004-08-07,2004,https://image.tmdb.org/t/p/w500/kDUUdWrbBBVqzSmm27pHFJcTvCU.jpg,top_rated
595,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",Drama Gregory Peck Mary Badham Phillip Alford Robert Mulligan right and justice rape sibling relationship based on novel or book court case court isolation becoming an adult falsely accused arbitrary law alabama socially deprived family defence tree house farm worker intolerance exclusion melancholy trial racism black and white injustice kids 1930s courtroom drama desperate based on young adult novel dramatic suspenseful compassionate empathetic,Drama,Gregory Peck Mary Badham Phillip Alford,Robert Mulligan,7.996,2863,1962-12-20,1962,https://image.tmdb.org/t/p/w500/gZycFUMLx2110dzK3nBNai7gfpM.jpg,top_rated
524,Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",Crime Drama Robert De Niro Sharon Stone Joe Pesci Martin Scorsese drug abuse casino based on novel or book poker italian american gambling 1970s fbi pimp greed cocaine overdose marriage melancholy car bomb rise and fall money murder organized crime mafia jewish american las vegas desert control freak safe deposit box 1980s dysfunctional relationship dramatic suspenseful brutal violence fbi surveillance trust & betrayal,Crime Drama,Robert De Niro Sharon Stone Joe Pesci,Martin Scorsese,8.0,6551,1995-11-22,1995,https://image.tmdb.org/t/p/w500/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg,top_rated
400608,Bo Burnham: Make Happy,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",Comedy Music Bo Burnham Lorene Scafaria Christopher Storer stand-up comedy musical comedy,Comedy Music,Bo Burnham Lorene Scafaria,Christopher Storer,7.995,435,2016-06-03,2016,https://image.tmdb.org/t/p/w500/qVThhskXZZHDfj4m8jOx2CxIVIW.jpg,top_rated
110416,Song of the Sea,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",Family Animation Fantasy David Rawle Brendan Gleeson Lisa Hannigan Tomm Moore fairy tale lighthouse folk music lighthouse keeper    ireland swimming dog seal (animal) irishman folklore selkie irish music underwater cave irish folklore irish,Family Animation Fantasy,David Rawle Brendan Gleeson Lisa Hannigan,Tomm Moore,7.996,1580,2014-06-23,2014,https://image.tmdb.org/t/p/w500/16LQC6zpqB0l74mVWb93a2oMFnX.jpg,top_rated
